in_WIDTH,in_LENGTH,in_HIGHT,in_ORIENTATION,in_WINDOWS_RATIO,out_AREA,out_FORM_FACTOR,out_S_V_RATIO,out_COOLING,out_HEATING,out_TOTAL
60,60,8,270,0.2,2398,1.8007,0.4502,45.4087,1.3221,46.7308
30,30,12,270,0.2,1617,1.5572,0.3893,45.7380,1.1914,46.9294
40,30,12,270,0.2,1947,1.5295,0.3824,45.6985,1.2153,46.9138
50,30,12,270,0.2,2277,1.5099,0.3775,45.6725,1.2341,46.9065
60,30,12,270,0.2,2607,1.4952,0.3738,45.6177,1.2537,46.8714
30,40,12,270,0.2,1947,1.5295,0.3824,45.7396,1.1632,46.9028
40,40,12,270,0.2,2277,1.5099,0.3775,45.7034,1.1884,46.8919
50,40,12,270,0.2,2607,1.4952,0.3738,45.6783,1.2077,46.8860
60,40,12,270,0.2,2937,1.4838,0.3710,45.6324,1.2289,46.8612
30,50,12,270,0.2,2277,1.5099,0.3775,45.7442,1.1393,46.8834
40,50,12,270,0.2,2607,1.4952,0.3738,45.7116,1.1654,46.8769
50,50,12,270,0.2,2937,1.4838,0.3710,45.6882,1.1853,46.8735
60,50,12,270,0.2,3267,1.4747,0.3687,45.6430,1.2057,46.8486
30,60,12,270,0.2,2607,1.4952,0.3738,45.7359,1.1197,46.8556
40,60,12,270,0.2,2937,1.4838,0.3710,45.7079,1.1468,46.8547
50,60,12,270,0.2,3267,1.4747,0.3687,45.6874,1.1663,46.8537
60,60,12,270,0.2,3597,1.4673,0.3668,45.6467,1.1869,46.8336
30,30,16,270,0.2,2156,1.3905,0.3476,45.8098,1.1404,46.9502
40,30,16,270,0.2,2596,1.3629,0.3407,45.7786,1.1627,46.9413
50,30,16,270,0.2,3036,1.3432,0.3358,45.7537,1.1800,46.9337
60,30,16,270,0.2,3476,1.3285,0.3321,45.7035,1.1988,46.9024
30,40,16,270,0.2,2596,1.3629,0.3407,45.8157,1.1107,46.9265
40,40,16,270,0.2,3036,1.3432,0.3358,45.7825,1.1352,46.9178
50,40,16,270,0.2,3476,1.3285,0.3321,45.7624,1.1548,46.9172
60,40,16,270,0.2,3916,1.3172,0.3293,45.7167,1.1745,46.8911
30,50,16,270,0.2,3036,1.3432,0.3358,45.8287,1.0837,46.9124
40,50,16,270,0.2,3476,1.3285,0.3321,45.7938,1.1118,46.9056
50,50,16,270,0.2,3916,1.3172,0.3293,45.7722,1.1305,46.9027
60,50,16,270,0.2,4356,1.3081,0.3270,45.7322,1.1519,46.8840
30,60,16,270,0.2,3476,1.3285,0.3321,45.8281,1.0628,46.8909
40,60,16,270,0.2,3916,1.3172,0.3293,45.7958,1.0915,46.8874
50,60,16,270,0.2,4356,1.3081,0.3270,45.7762,1.1105,46.8867
60,60,16,270,0.2,4796,1.3007,0.3252,45.7359,1.1311,46.8670
30,30,8,315,0.2,1078,1.8905,0.4726,45.4231,1.3823,46.8053
40,30,8,315,0.2,1298,1.8629,0.4657,45.3816,1.3855,46.7672
50,30,8,315,0.2,1518,1.8432,0.4608,45.3535,1.3864,46.7399
60,30,8,315,0.2,1738,1.8285,0.4571,45.2760,1.4028,46.6788
30,40,8,315,0.2,1298,1.8629,0.4657,45.3916,1.3893,46.7809
40,40,8,315,0.2,1518,1.8432,0.4608,45.3573,1.3918,46.7491
50,40,8,315,0.2,1738,1.8285,0.4571,45.3345,1.3923,46.7268
60,40,8,315,0.2,1958,1.8172,0.4543,45.2654,1.4065,46.6719
30,50,8,315,0.2,1518,1.8432,0.4608,45.3711,1.3929,46.7640
40,50,8,315,0.2,1738,1.8285,0.4571,45.3427,1.3948,46.7375
50,50,8,315,0.2,1958,1.8172,0.4543,45.3230,1.3953,46.7183
60,50,8,315,0.2,2178,1.8081,0.4520,45.2615,1.4079,46.6694
30,60,8,315,0.2,1738,1.8285,0.4571,45.3385,1.3984,46.7369
40,60,8,315,0.2,1958,1.8172,0.4543,45.3161,1.3995,46.7156
50,60,8,315,0.2,2178,1.8081,0.4520,45.3015,1.3990,46.7006
60,60,8,315,0.2,2398,1.8007,0.4502,45.2490,1.4099,46.6589
30,30,12,315,0.2,1617,1.5572,0.3893,45.6359,1.2532,46.8891
40,30,12,315,0.2,1947,1.5295,0.3824,45.6106,1.2519,46.8625
50,30,12,315,0.2,2277,1.5099,0.3775,45.5935,1.2499,46.8433
60,30,12,315,0.2,2607,1.4952,0.3738,45.5205,1.2638,46.7842
30,40,12,315,0.2,1947,1.5295,0.3824,45.6114,1.2565,46.8679
40,40,12,315,0.2,2277,1.5099,0.3775,45.5898,1.2558,46.8456
50,40,12,315,0.2,2607,1.4952,0.3738,45.5760,1.2537,46.8297
60,40,12,315,0.2,2937,1.4838,0.3710,45.5129,1.2661,46.7790
30,50,12,315,0.2,2277,1.5099,0.3775,45.5970,1.2575,46.8546
40,50,12,315,0.2,2607,1.4952,0.3738,45.5783,1.2570,46.8353
50,50,12,315,0.2,2937,1.4838,0.3710,45.5660,1.2554,46.8215
60,50,12,315,0.2,3267,1.4747,0.3687,45.5099,1.2665,46.7764
30,60,12,315,0.2,2607,1.4952,0.3738,45.5694,1.2606,46.8300
40,60,12,315,0.2,2937,1.4838,0.3710,45.5539,1.2610,46.8149
50,60,12,315,0.2,3267,1.4747,0.3687,45.5457,1.2582,46.8038
60,60,12,315,0.2,3597,1.4673,0.3668,45.4949,1.2690,46.7639
30,30,16,315,0.2,2156,1.3905,0.3476,45.7144,1.2004,46.9148
40,30,16,315,0.2,2596,1.3629,0.3407,45.6967,1.1961,46.8928
50,30,16,315,0.2,3036,1.3432,0.3358,45.6857,1.1916,46.8773
60,30,16,315,0.2,3476,1.3285,0.3321,45.6183,1.2052,46.8235
30,40,16,315,0.2,2596,1.3629,0.3407,45.6963,1.2011,46.8973
40,40,16,315,0.2,3036,1.3432,0.3358,45.6796,1.1982,46.8778
50,40,16,315,0.2,3476,1.3285,0.3321,45.6701,1.1955,46.8656
60,40,16,315,0.2,3916,1.3172,0.3293,45.6115,1.2067,46.8182
30,50,16,315,0.2,3036,1.3432,0.3358,45.6853,1.1999,46.8852
40,50,16,315,0.2,3476,1.3285,0.3321,45.6698,1.1990,46.8689
50,50,16,315,0.2,3916,1.3172,0.3293,45.6616,1.1961,46.8576
60,50,16,315,0.2,4356,1.3081,0.3270,45.6094,1.2061,46.8155
30,60,16,315,0.2,3476,1.3285,0.3321,45.6601,1.2025,46.8626
40,60,16,315,0.2,3916,1.3172,0.3293,45.6486,1.2010,46.8496
50,60,16,315,0.2,4356,1.3081,0.3270,45.6431,1.1978,46.8409
60,60,16,315,0.2,4796,1.3007,0.3252,45.5956,1.2067,46.8023
30,30,8,0,0.3,1078,1.8905,0.4726,46.5300,1.0550,47.5849
40,30,8,0,0.3,1298,1.8629,0.4657,46.5303,1.0317,47.5620
50,30,8,0,0.3,1518,1.8432,0.4608,46.5296,1.0139,47.5435
60,30,8,0,0.3,1738,1.8285,0.4571,46.4542,1.0202,47.4744
30,40,8,0,0.3,1298,1.8629,0.4657,46.4589,1.0885,47.5474
40,40,8,0,0.3,1518,1.8432,0.4608,46.4703,1.0633,47.5335
50,40,8,0,0.3,1738,1.8285,0.4571,46.4798,1.0428,47.5226
60,40,8,0,0.3,1958,1.8172,0.4543,46.4187,1.0479,47.4666
30,50,8,0,0.3,1518,1.8432,0.4608,46.4073,1.1146,47.5219
40,50,8,0,0.3,1738,1.8285,0.4571,46.4243,1.0887,47.5130
50,50,8,0,0.3,1958,1.8172,0.4543,46.4393,1.0674,47.5066
60,50,8,0,0.3,2178,1.8081,0.4520,46.3899,1.0681,47.4579
30,60,8,0,0.3,1738,1.8285,0.4571,46.3324,1.1419,47.4743
40,60,8,0,0.3,1958,1.8172,0.4543,46.3569,1.1160,47.4729
50,60,8,0,0.3,2178,1.8081,0.4520,46.3780,1.0946,47.4726
60,60,8,0,0.3,2398,1.8007,0.4502,46.3386,1.0931,47.4317
30,30,12,0,0.3,1617,1.5572,0.3893,46.6931,0.9324,47.6256
40,30,12,0,0.3,1947,1.5295,0.3824,46.7081,0.9054,47.6135
50,30,12,0,0.3,2277,1.5099,0.3775,46.7208,0.8843,47.6051
60,30,12,0,0.3,2607,1.4952,0.3738,46.6590,0.8871,47.5462
30,40,12,0,0.3,1947,1.5295,0.3824,46.6245,0.9618,47.5863
40,40,12,0,0.3,2277,1.5099,0.3775,46.6480,0.9352,47.5832
50,40,12,0,0.3,2607,1.4952,0.3738,46.6675,0.9123,47.5798
60,40,12,0,0.3,2937,1.4838,0.3710,46.6185,0.9135,47.5320
30,50,12,0,0.3,2277,1.5099,0.3775,46.5739,0.9863,47.5602
40,50,12,0,0.3,2607,1.4952,0.3738,46.6016,0.9585,47.5601
50,50,12,0,0.3,2937,1.4838,0.3710,46.6249,0.9359,47.5608
60,50,12,0,0.3,3267,1.4747,0.3687,46.5870,0.9350,47.5219
30,60,12,0,0.3,2607,1.4952,0.3738,46.5031,1.0112,47.5143
40,60,12,0,0.3,2937,1.4838,0.3710,46.5354,0.9845,47.5198
50,60,12,0,0.3,3267,1.4747,0.3687,46.5635,0.9602,47.5238
60,60,12,0,0.3,3597,1.4673,0.3668,46.5342,0.9574,47.4916
30,30,16,0,0.3,2156,1.3905,0.3476,46.7510,0.8801,47.6312
40,30,16,0,0.3,2596,1.3629,0.3407,46.7724,0.8514,47.6238
50,30,16,0,0.3,3036,1.3432,0.3358,46.7914,0.8266,47.6180
60,30,16,0,0.3,3476,1.3285,0.3321,46.7382,0.8274,47.5656
30,40,16,0,0.3,2596,1.3629,0.3407,46.6859,0.9076,47.5935
40,40,16,0,0.3,3036,1.3432,0.3358,46.7114,0.8810,47.5924
50,40,16,0,0.3,3476,1.3285,0.3321,46.7358,0.8575,47.5933
60,40,16,0,0.3,3916,1.3172,0.3293,46.6925,0.8575,47.5499
30,50,16,0,0.3,3036,1.3432,0.3358,46.6383,0.9299,47.5682
40,50,16,0,0.3,3476,1.3285,0.3321,46.6672,0.9029,47.5701
50,50,16,0,0.3,3916,1.3172,0.3293,46.6937,0.8792,47.5730
60,50,16,0,0.3,4356,1.3081,0.3270,46.6599,0.8775,47.5374
30,60,16,0,0.3,3476,1.3285,0.3321,46.5697,0.9540,47.5237
40,60,16,0,0.3,3916,1.3172,0.3293,46.6028,0.9278,47.5306
50,60,16,0,0.3,4356,1.3081,0.3270,46.6339,0.9035,47.5374
60,60,16,0,0.3,4796,1.3007,0.3252,46.6076,0.8998,47.5074
30,30,8,45,0.3,1078,1.8905,0.4726,46.4009,1.1218,47.5227
40,30,8,45,0.3,1298,1.8629,0.4657,46.3557,1.1349,47.4906
50,30,8,45,0.3,1518,1.8432,0.4608,46.3257,1.1429,47.4686
60,30,8,45,0.3,1738,1.8285,0.4571,46.2389,1.1687,47.4076
30,40,8,45,0.3,1298,1.8629,0.4657,46.3609,1.1314,47.4923
40,40,8,45,0.3,1518,1.8432,0.4608,46.3244,1.1411,47.4655
50,40,8,45,0.3,1738,1.8285,0.4571,46.3004,1.1485,47.4489
60,40,8,45,0.3,1958,1.8172,0.4543,46.2250,1.1713,47.3963
30,50,8,45,0.3,1518,1.8432,0.4608,46.3333,1.1374,47.4707
40,50,8,45,0.3,1738,1.8285,0.4571,46.3039,1.1460,47.4500
50,50,8,45,0.3,1958,1.8172,0.4543,46.2839,1.1526,47.4365
60,50,8,45,0.3,2178,1.8081,0.4520,46.2161,1.1713,47.3874
30,60,8,45,0.3,1738,1.8285,0.4571,46.2412,1.1623,47.4034
40,60,8,45,0.3,1958,1.8172,0.4543,46.2244,1.1671,47.3915
50,60,8,45,0.3,2178,1.8081,0.4520,46.2150,1.1712,47.3862
60,60,8,45,0.3,2398,1.8007,0.4502,46.1584,1.1881,47.3465
30,30,12,45,0.3,1617,1.5572,0.3893,46.5844,0.9835,47.5680
40,30,12,45,0.3,1947,1.5295,0.3824,46.5414,0.9943,47.5356
50,30,12,45,0.3,2277,1.5099,0.3775,46.5127,1.0023,47.5149
60,30,12,45,0.3,2607,1.4952,0.3738,46.4326,1.0273,47.4599
30,40,12,45,0.3,1947,1.5295,0.3824,46.5535,0.9900,47.5435
40,40,12,45,0.3,2277,1.5099,0.3775,46.5161,1.0005,47.5165
50,40,12,45,0.3,2607,1.4952,0.3738,46.4922,1.0071,47.4992
60,40,12,45,0.3,2937,1.4838,0.3710,46.4205,1.0295,47.4500
30,50,12,45,0.3,2277,1.5099,0.3775,46.5339,0.9950,47.5290
40,50,12,45,0.3,2607,1.4952,0.3738,46.5015,1.0043,47.5058
50,50,12,45,0.3,2937,1.4838,0.3710,46.4800,1.0103,47.4903
60,50,12,45,0.3,3267,1.4747,0.3687,46.4153,1.0301,47.4453
30,60,12,45,0.3,2607,1.4952,0.3738,46.4523,1.0191,47.4714
40,60,12,45,0.3,2937,1.4838,0.3710,46.4307,1.0255,47.4562
50,60,12,45,0.3,3267,1.4747,0.3687,46.4177,1.0290,47.4467
60,60,12,45,0.3,3597,1.4673,0.3668,46.3622,1.0458,47.4080
30,30,16,45,0.3,2156,1.3905,0.3476,46.6635,0.9186,47.5821
40,30,16,45,0.3,2596,1.3629,0.3407,46.6195,0.9292,47.5487
50,30,16,45,0.3,3036,1.3432,0.3358,46.5914,0.9375,47.5288
60,30,16,45,0.3,3476,1.3285,0.3321,46.5140,0.9611,47.4751
30,40,16,45,0.3,2596,1.3629,0.3407,46.6337,0.9247,47.5583
40,40,16,45,0.3,3036,1.3432,0.3358,46.5950,0.9344,47.5294
50,40,16,45,0.3,3476,1.3285,0.3321,46.5713,0.9412,47.5125
60,40,16,45,0.3,3916,1.3172,0.3293,46.5021,0.9630,47.4650
30,50,16,45,0.3,3036,1.3432,0.3358,46.6165,0.9290,47.5455
40,50,16,45,0.3,3476,1.3285,0.3321,46.5823,0.9377,47.5199
50,50,16,45,0.3,3916,1.3172,0.3293,46.5611,0.9439,47.5050
60,50,16,45,0.3,4356,1.3081,0.3270,46.4977,0.9637,47.4614
30,60,16,45,0.3,3476,1.3285,0.3321,46.5377,0.9535,47.4912
40,60,16,45,0.3,3916,1.3172,0.3293,46.5146,0.9588,47.4734
50,60,16,45,0.3,4356,1.3081,0.3270,46.5008,0.9627,47.4635
60,60,16,45,0.3,4796,1.3007,0.3252,46.4457,0.9796,47.4253
30,30,8,90,0.3,1078,1.8905,0.4726,46.5237,1.0571,47.5808
40,30,8,90,0.3,1298,1.8629,0.4657,46.4538,1.0908,47.5446
50,30,8,90,0.3,1518,1.8432,0.4608,46.4028,1.1170,47.5198
60,30,8,90,0.3,1738,1.8285,0.4571,46.3309,1.1428,47.4737
30,40,8,90,0.3,1298,1.8629,0.4657,46.5258,1.0347,47.5606
40,40,8,90,0.3,1518,1.8432,0.4608,46.4667,1.0647,47.5314
50,40,8,90,0.3,1738,1.8285,0.4571,46.4207,1.0911,47.5118
60,40,8,90,0.3,1958,1.8172,0.4543,46.3563,1.1169,47.4732
30,50,8,90,0.3,1518,1.8432,0.4608,46.5266,1.0154,47.5420
40,50,8,90,0.3,1738,1.8285,0.4571,46.4765,1.0455,47.5221
50,50,8,90,0.3,1958,1.8172,0.4543,46.4369,1.0682,47.5050
60,50,8,90,0.3,2178,1.8081,0.4520,46.3763,1.0949,47.4713
30,60,8,90,0.3,1738,1.8285,0.4571,46.4458,1.0248,47.4706
40,60,8,90,0.3,1958,1.8172,0.4543,46.4104,1.0516,47.4620
50,60,8,90,0.3,2178,1.8081,0.4520,46.3827,1.0714,47.4540
60,60,8,90,0.3,2398,1.8007,0.4502,46.3329,1.0960,47.4289
30,30,12,90,0.3,1617,1.5572,0.3893,46.6802,0.9359,47.6162
40,30,12,90,0.3,1947,1.5295,0.3824,46.6135,0.9656,47.5791
50,30,12,90,0.3,2277,1.5099,0.3775,46.5641,0.9888,47.5530
60,30,12,90,0.3,2607,1.4952,0.3738,46.4978,1.0130,47.5108
30,40,12,90,0.3,1947,1.5295,0.3824,46.6985,0.9084,47.6069
40,40,12,90,0.3,2277,1.5099,0.3775,46.6387,0.9384,47.5771
50,40,12,90,0.3,2607,1.4952,0.3738,46.5929,0.9615,47.5544
60,40,12,90,0.3,2937,1.4838,0.3710,46.5301,0.9869,47.5171
30,50,12,90,0.3,2277,1.5099,0.3775,46.7130,0.8864,47.5994
40,50,12,90,0.3,2607,1.4952,0.3738,46.6600,0.9146,47.5746
50,50,12,90,0.3,2937,1.4838,0.3710,46.6180,0.9380,47.5560
60,50,12,90,0.3,3267,1.4747,0.3687,46.5592,0.9624,47.5216
30,60,12,90,0.3,2607,1.4952,0.3738,46.6461,0.8924,47.5384
40,60,12,90,0.3,2937,1.4838,0.3710,46.6064,0.9183,47.5246
50,60,12,90,0.3,3267,1.4747,0.3687,46.5757,0.9393,47.5150
60,60,12,90,0.3,3597,1.4673,0.3668,46.5259,0.9615,47.4875
30,30,16,90,0.3,2156,1.3905,0.3476,46.7347,0.8847,47.6193
40,30,16,90,0.3,2596,1.3629,0.3407,46.6711,0.9128,47.5839
50,30,16,90,0.3,3036,1.3432,0.3358,46.6252,0.9330,47.5583
60,30,16,90,0.3,3476,1.3285,0.3321,46.5621,0.9560,47.5181
30,40,16,90,0.3,2596,1.3629,0.3407,46.7585,0.8561,47.6147
40,40,16,90,0.3,3036,1.3432,0.3358,46.6982,0.8851,47.5833
50,40,16,90,0.3,3476,1.3285,0.3321,46.6550,0.9071,47.5620
60,40,16,90,0.3,3916,1.3172,0.3293,46.5948,0.9302,47.5250
30,50,16,90,0.3,3036,1.3432,0.3358,46.7806,0.8295,47.6101
40,50,16,90,0.3,3476,1.3285,0.3321,46.7243,0.8609,47.5853
50,50,16,90,0.3,3916,1.3172,0.3293,46.6836,0.8830,47.5666
60,50,16,90,0.3,4356,1.3081,0.3270,46.6270,0.9053,47.5323
30,60,16,90,0.3,3476,1.3285,0.3321,46.7233,0.8331,47.5563
40,60,16,90,0.3,3916,1.3172,0.3293,46.6779,0.8633,47.5412
50,60,16,90,0.3,4356,1.3081,0.3270,46.6461,0.8830,47.5291
60,60,16,90,0.3,4796,1.3007,0.3252,46.5970,0.9043,47.5013
30,30,8,135,0.3,1078,1.8905,0.4726,46.3888,1.1435,47.5323
40,30,8,135,0.3,1298,1.8629,0.4657,46.3561,1.1469,47.5030
50,30,8,135,0.3,1518,1.8432,0.4608,46.3332,1.1486,47.4818
60,30,8,135,0.3,1738,1.8285,0.4571,46.2990,1.1517,47.4507
30,40,8,135,0.3,1298,1.8629,0.4657,46.3519,1.1507,47.5025
40,40,8,135,0.3,1518,1.8432,0.4608,46.3261,1.1545,47.4806
50,40,8,135,0.3,1738,1.8285,0.4571,46.3090,1.1552,47.4642
60,40,8,135,0.3,1958,1.8172,0.4543,46.2807,1.1567,47.4374
30,50,8,135,0.3,1518,1.8432,0.4608,46.3257,1.1552,47.4808
40,50,8,135,0.3,1738,1.8285,0.4571,46.3055,1.1578,47.4633
50,50,8,135,0.3,1958,1.8172,0.4543,46.2905,1.1588,47.4493
60,50,8,135,0.3,2178,1.8081,0.4520,46.2671,1.1604,47.4275
30,60,8,135,0.3,1738,1.8285,0.4571,46.2371,1.1806,47.4177
40,60,8,135,0.3,1958,1.8172,0.4543,46.2268,1.1809,47.4077
50,60,8,135,0.3,2178,1.8081,0.4520,46.2209,1.1790,47.3999
60,60,8,135,0.3,2398,1.8007,0.4502,46.2045,1.1784,47.3829
30,30,12,135,0.3,1617,1.5572,0.3893,46.5502,1.0164,47.5667
40,30,12,135,0.3,1947,1.5295,0.3824,46.5307,1.0164,47.5471
50,30,12,135,0.3,2277,1.5099,0.3775,46.5190,1.0147,47.5337
60,30,12,135,0.3,2607,1.4952,0.3738,46.4957,1.0152,47.5110
30,40,12,135,0.3,1947,1.5295,0.3824,46.5181,1.0207,47.5388
40,40,12,135,0.3,2277,1.5099,0.3775,46.5028,1.0212,47.5240
50,40,12,135,0.3,2607,1.4952,0.3738,46.4952,1.0196,47.5148
60,40,12,135,0.3,2937,1.4838,0.3710,46.4763,1.0200,47.4963
30,50,12,135,0.3,2277,1.5099,0.3775,46.4971,1.0223,47.5194
40,50,12,135,0.3,2607,1.4952,0.3738,46.4851,1.0232,47.5083
50,50,12,135,0.3,2937,1.4838,0.3710,46.4785,1.0217,47.5002
60,50,12,135,0.3,3267,1.4747,0.3687,46.4636,1.0219,47.4856
30,60,12,135,0.3,2607,1.4952,0.3738,46.4183,1.0459,47.4642
40,60,12,135,0.3,2937,1.4838,0.3710,46.4141,1.0446,47.4587
50,60,12,135,0.3,3267,1.4747,0.3687,46.4142,1.0415,47.4557
60,60,12,135,0.3,3597,1.4673,0.3668,46.4040,1.0397,47.4437
30,30,16,135,0.3,2156,1.3905,0.3476,46.6063,0.9643,47.5707
40,30,16,135,0.3,2596,1.3629,0.3407,46.5942,0.9612,47.5553
50,30,16,135,0.3,3036,1.3432,0.3358,46.5882,0.9571,47.5453
60,30,16,135,0.3,3476,1.3285,0.3321,46.5700,0.9558,47.5258
30,40,16,135,0.3,2596,1.3629,0.3407,46.5789,0.9659,47.5449
40,40,16,135,0.3,3036,1.3432,0.3358,46.5692,0.9643,47.5334
50,40,16,135,0.3,3476,1.3285,0.3321,46.5659,0.9603,47.5262
60,40,16,135,0.3,3916,1.3172,0.3293,46.5511,0.9592,47.5104
30,50,16,135,0.3,3036,1.3432,0.3358,46.5621,0.9654,47.5275
40,50,16,135,0.3,3476,1.3285,0.3321,46.5543,0.9640,47.5183
50,50,16,135,0.3,3916,1.3172,0.3293,46.5510,0.9618,47.5128
60,50,16,135,0.3,4356,1.3081,0.3270,46.5392,0.9602,47.4993
30,60,16,135,0.3,3476,1.3285,0.3321,46.4865,0.9867,47.4732
40,60,16,135,0.3,3916,1.3172,0.3293,46.4859,0.9842,47.4701
50,60,16,135,0.3,4356,1.3081,0.3270,46.4889,0.9801,47.4690
60,60,16,135,0.3,4796,1.3007,0.3252,46.4815,0.9778,47.4593
30,30,8,180,0.3,1078,1.8905,0.4726,46.5013,1.0738,47.5751
40,30,8,180,0.3,1298,1.8629,0.4657,46.5070,1.0462,47.5533
50,30,8,180,0.3,1518,1.8432,0.4608,46.5105,1.0270,47.5375
60,30,8,180,0.3,1738,1.8285,0.4571,46.5007,1.0079,47.5086
30,40,8,180,0.3,1298,1.8629,0.4657,46.4361,1.1039,47.5400
40,40,8,180,0.3,1518,1.8432,0.4608,46.4505,1.0775,47.5280
50,40,8,180,0.3,1738,1.8285,0.4571,46.4625,1.0541,47.5166
60,40,8,180,0.3,1958,1.8172,0.4543,46.4608,1.0369,47.4977
30,50,8,180,0.3,1518,1.8432,0.4608,46.3876,1.1277,47.5153
40,50,8,180,0.3,1738,1.8285,0.4571,46.4074,1.1002,47.5076
50,50,8,180,0.3,1958,1.8172,0.4543,46.4235,1.0783,47.5018
60,50,8,180,0.3,2178,1.8081,0.4520,46.4285,1.0576,47.4861
30,60,8,180,0.3,1738,1.8285,0.4571,46.3162,1.1527,47.4689
40,60,8,180,0.3,1958,1.8172,0.4543,46.3427,1.1261,47.4688
50,60,8,180,0.3,2178,1.8081,0.4520,46.3641,1.1031,47.4672
60,60,8,180,0.3,2398,1.8007,0.4502,46.3737,1.0825,47.4561
30,30,12,180,0.3,1617,1.5572,0.3893,46.6630,0.9501,47.6130
40,30,12,180,0.3,1947,1.5295,0.3824,46.6835,0.9197,47.6032
50,30,12,180,0.3,2277,1.5099,0.3775,46.6999,0.8964,47.5963
60,30,12,180,0.3,2607,1.4952,0.3738,46.7028,0.8746,47.5774
30,40,12,180,0.3,1947,1.5295,0.3824,46.5996,0.9778,47.5774
40,40,12,180,0.3,2277,1.5099,0.3775,46.6267,0.9479,47.5746
50,40,12,180,0.3,2607,1.4952,0.3738,46.6502,0.9232,47.5735
60,40,12,180,0.3,2937,1.4838,0.3710,46.6585,0.9037,47.5622
30,50,12,180,0.3,2277,1.5099,0.3775,46.5528,0.9995,47.5524
40,50,12,180,0.3,2607,1.4952,0.3738,46.5832,0.9701,47.5533
50,50,12,180,0.3,2937,1.4838,0.3710,46.6089,0.9456,47.5545
60,50,12,180,0.3,3267,1.4747,0.3687,46.6241,0.9237,47.5478
30,60,12,180,0.3,2607,1.4952,0.3738,46.4869,1.0228,47.5097
40,60,12,180,0.3,2937,1.4838,0.3710,46.5208,0.9945,47.5153
50,60,12,180,0.3,3267,1.4747,0.3687,46.5506,0.9691,47.5197
60,60,12,180,0.3,3597,1.4673,0.3668,46.5699,0.9472,47.5171
30,30,16,180,0.3,2156,1.3905,0.3476,46.7189,0.8984,47.6173
40,30,16,180,0.3,2596,1.3629,0.3407,46.7464,0.8670,47.6134
50,30,16,180,0.3,3036,1.3432,0.3358,46.7695,0.8393,47.6089
60,30,16,180,0.3,3476,1.3285,0.3321,46.7808,0.8170,47.5978
30,40,16,180,0.3,2596,1.3629,0.3407,46.6592,0.9246,47.5838
40,40,16,180,0.3,3036,1.3432,0.3358,46.6890,0.8942,47.5832
50,40,16,180,0.3,3476,1.3285,0.3321,46.7168,0.8686,47.5853
60,40,16,180,0.3,3916,1.3172,0.3293,46.7317,0.8458,47.5774
30,50,16,180,0.3,3036,1.3432,0.3358,46.6154,0.9436,47.5590
40,50,16,180,0.3,3476,1.3285,0.3321,46.6477,0.9152,47.5629
50,50,16,180,0.3,3916,1.3172,0.3293,46.6771,0.8891,47.5662
60,50,16,180,0.3,4356,1.3081,0.3270,46.6957,0.8669,47.5625
30,60,16,180,0.3,3476,1.3285,0.3321,46.5527,0.9655,47.5182
40,60,16,180,0.3,3916,1.3172,0.3293,46.5877,0.9380,47.5257
50,60,16,180,0.3,4356,1.3081,0.3270,46.6207,0.9122,47.5330
60,60,16,180,0.3,4796,1.3007,0.3252,46.6429,0.8886,47.5315
30,30,8,225,0.3,1078,1.8905,0.4726,46.3256,1.1606,47.4861
40,30,8,225,0.3,1298,1.8629,0.4657,46.2935,1.1658,47.4593
50,30,8,225,0.3,1518,1.8432,0.4608,46.2732,1.1709,47.4441
60,30,8,225,0.3,1738,1.8285,0.4571,46.2437,1.1743,47.4180
30,40,8,225,0.3,1298,1.8629,0.4657,46.2972,1.1627,47.4599
40,40,8,225,0.3,1518,1.8432,0.4608,46.2701,1.1689,47.4389
50,40,8,225,0.3,1738,1.8285,0.4571,46.2541,1.1721,47.4262
60,40,8,225,0.3,1958,1.8172,0.4543,46.2295,1.1761,47.4056
30,50,8,225,0.3,1518,1.8432,0.4608,46.2775,1.1645,47.4420
40,50,8,225,0.3,1738,1.8285,0.4571,46.2553,1.1704,47.4257
50,50,8,225,0.3,1958,1.8172,0.4543,46.2413,1.1733,47.4146
60,50,8,225,0.3,2178,1.8081,0.4520,46.2208,1.1765,47.3973
30,60,8,225,0.3,1738,1.8285,0.4571,46.2467,1.1665,47.4132
40,60,8,225,0.3,1958,1.8172,0.4543,46.2292,1.1712,47.4004
50,60,8,225,0.3,2178,1.8081,0.4520,46.2197,1.1747,47.3944
60,60,8,225,0.3,2398,1.8007,0.4502,46.2028,1.1767,47.3795
30,30,12,225,0.3,1617,1.5572,0.3893,46.5060,1.0215,47.5275
40,30,12,225,0.3,1947,1.5295,0.3824,46.4753,1.0276,47.5029
50,30,12,225,0.3,2277,1.5099,0.3775,46.4569,1.0314,47.4882
60,30,12,225,0.3,2607,1.4952,0.3738,46.4312,1.0337,47.4649
30,40,12,225,0.3,1947,1.5295,0.3824,46.4869,1.0228,47.5097
40,40,12,225,0.3,2277,1.5099,0.3775,46.4579,1.0292,47.4871
50,40,12,225,0.3,2607,1.4952,0.3738,46.4414,1.0329,47.4742
60,40,12,225,0.3,2937,1.4838,0.3710,46.4190,1.0357,47.4547
30,50,12,225,0.3,2277,1.5099,0.3775,46.4758,1.0232,47.4990
40,50,12,225,0.3,2607,1.4952,0.3738,46.4502,1.0293,47.4795
