WIDTH,LENGTH,HIGHT,ORIENTATION,WINDOWS_RATIO,SKYLIGHT_RATIO,AREA,COURT_LENGTH,COURT_WIDTH,FORM_FACTOR,S/V_RATIO,COOLING_LOAD,HEATING_LOAD,TOTAL_LOAD
60,60,12,315,0.1,0.1,10800,38,38,0.9333,0.2333,44.0807094,1.35967363,45.44038302
60,60,12,135,0.1,0.1,10800,38,38,0.9333,0.2333,44.08103392,1.3594602,45.44049412
40,40,12,0,0.1,0.1,4800,18,18,1.0667,0.2667,44.08612772,1.35437167,45.4404994
40,40,12,180,0.1,0.1,4800,18,18,1.0667,0.2667,44.08612772,1.35437167,45.4404994
60,60,12,225,0.1,0.1,10800,38,38,0.9333,0.2333,44.08239503,1.35927922,45.44167425
60,60,12,45,0.1,0.1,10800,38,38,0.9333,0.2333,44.08466226,1.35848559,45.44314785
50,40,12,90,0.1,0.1,6000,18,28,1.0267,0.2567,44.09394905,1.35098568,45.44493473
50,40,12,270,0.1,0.1,6000,18,28,1.0267,0.2567,44.09394905,1.35098568,45.44493473
40,30,16,135,0.1,0.1,4800,8,18,0.9667,0.2417,44.08106701,1.36487837,45.44594538
30,40,16,45,0.1,0.1,4800,18,8,0.9667,0.2417,44.08172318,1.36422752,45.4459507
40,30,16,315,0.1,0.1,4800,8,18,0.9667,0.2417,44.08205591,1.36402309,45.44607901
30,40,16,225,0.1,0.1,4800,18,8,0.9667,0.2417,44.08170467,1.36465269,45.44635737
40,50,12,0,0.1,0.1,6000,28,18,1.0267,0.2567,44.09496998,1.35154852,45.4465185
40,50,12,180,0.1,0.1,6000,28,18,1.0267,0.2567,44.09496998,1.35154852,45.4465185
40,30,16,45,0.1,0.1,4800,8,18,0.9667,0.2417,44.0794093,1.36842028,45.44782958
60,50,8,45,0.1,0.1,6000,28,38,1.2933,0.3233,43.95737365,1.49145754,45.44883119
50,50,16,90,0.1,0.1,10000,28,28,0.82,0.205,44.18233995,1.26656787,45.44890782
50,50,16,270,0.1,0.1,10000,28,28,0.82,0.205,44.18233995,1.26656787,45.44890782
50,50,16,0,0.1,0.1,10000,28,28,0.82,0.205,44.18217162,1.26715856,45.44933018
50,50,16,180,0.1,0.1,10000,28,28,0.82,0.205,44.18217162,1.26715856,45.44933018
30,40,16,315,0.1,0.1,4800,18,8,0.9667,0.2417,44.08001486,1.36995731,45.44997217
30,40,16,135,0.1,0.1,4800,18,8,0.9667,0.2417,44.08125664,1.36951353,45.45077017
40,30,16,225,0.1,0.1,4800,8,18,0.9667,0.2417,44.08226865,1.36854928,45.45081793
50,60,8,225,0.1,0.1,6000,38,28,1.2933,0.3233,43.9658911,1.48597603,45.45186713
50,60,8,315,0.1,0.1,6000,38,28,1.2933,0.3233,43.9639791,1.48834113,45.45232023
30,30,12,135,0.1,0.1,2700,8,8,1.2,0.3,43.98141031,1.47106496,45.45247527
30,30,12,225,0.1,0.1,2700,8,8,1.2,0.3,43.98141031,1.47106496,45.45247527
30,30,12,45,0.1,0.1,2700,8,8,1.2,0.3,43.98190246,1.47081528,45.45271774
30,30,12,315,0.1,0.1,2700,8,8,1.2,0.3,43.98190246,1.47081528,45.45271774
60,50,8,315,0.1,0.1,6000,28,38,1.2933,0.3233,43.96816635,1.48503853,45.45320489
50,60,8,135,0.1,0.1,6000,38,28,1.2933,0.3233,43.9672022,1.48709812,45.45430032
60,50,8,135,0.1,0.1,6000,28,38,1.2933,0.3233,43.96798161,1.48656831,45.45454992
60,50,8,225,0.1,0.1,6000,28,38,1.2933,0.3233,43.96642524,1.48821426,45.45463949
50,60,8,45,0.1,0.1,6000,38,28,1.2933,0.3233,43.96985512,1.48478945,45.45464456
50,60,12,90,0.1,0.1,9000,38,28,0.96,0.24,44.13789128,1.31768268,45.45557396
50,60,12,270,0.1,0.1,9000,38,28,0.96,0.24,44.13789128,1.31768268,45.45557396
40,30,12,270,0.1,0.1,3600,8,18,1.1333,0.2833,44.06198325,1.39443776,45.45642101
30,40,12,0,0.1,0.1,3600,18,8,1.1333,0.2833,44.06183607,1.39499719,45.45683325
30,40,12,180,0.1,0.1,3600,18,8,1.1333,0.2833,44.06183607,1.39499719,45.45683325
50,40,16,90,0.1,0.1,8000,18,28,0.86,0.215,44.17019258,1.28684625,45.45703883
50,40,16,270,0.1,0.1,8000,18,28,0.86,0.215,44.17019258,1.28684625,45.45703883
60,50,12,0,0.1,0.1,9000,28,38,0.96,0.24,44.13868835,1.31865127,45.45733962
60,50,12,180,0.1,0.1,9000,28,38,0.96,0.24,44.13868835,1.31865127,45.45733962
40,50,16,0,0.1,0.1,8000,28,18,0.86,0.215,44.17094108,1.28729012,45.4582312
40,50,16,180,0.1,0.1,8000,28,18,0.86,0.215,44.17094108,1.28729012,45.4582312
50,50,12,90,0.1,0.1,7500,28,28,0.9867,0.2467,44.13269746,1.32691138,45.45960883
50,50,12,270,0.1,0.1,7500,28,28,0.9867,0.2467,44.13269746,1.32691138,45.45960883
50,50,12,0,0.1,0.1,7500,28,28,0.9867,0.2467,44.13367482,1.32766436,45.46133918
50,50,12,180,0.1,0.1,7500,28,28,0.9867,0.2467,44.13367482,1.32766436,45.46133918
50,50,8,90,0.1,0.1,5000,28,28,1.32,0.33,44.01039147,1.45386818,45.46425965
50,50,8,270,0.1,0.1,5000,28,28,1.32,0.33,44.01039147,1.45386818,45.46425965
50,50,8,0,0.1,0.1,5000,28,28,1.32,0.33,44.01150834,1.45468826,45.46619661
50,50,8,180,0.1,0.1,5000,28,28,1.32,0.33,44.01150834,1.45468826,45.46619661
60,50,12,90,0.1,0.1,9000,28,38,0.96,0.24,44.13896088,1.33016604,45.46912692
60,50,12,270,0.1,0.1,9000,28,38,0.96,0.24,44.13896088,1.33016604,45.46912692
50,60,12,0,0.1,0.1,9000,38,28,0.96,0.24,44.13982504,1.3307074,45.47053244
50,60,12,180,0.1,0.1,9000,38,28,0.96,0.24,44.13982504,1.3307074,45.47053244
40,40,16,0,0.1,0.1,6400,18,18,0.9,0.225,44.18366825,1.28693711,45.47060535
40,40,16,180,0.1,0.1,6400,18,18,0.9,0.225,44.18366825,1.28693711,45.47060535
40,40,16,90,0.1,0.1,6400,18,18,0.9,0.225,44.18471912,1.28635258,45.47107169
40,40,16,270,0.1,0.1,6400,18,18,0.9,0.225,44.18471912,1.28635258,45.47107169
50,30,16,90,0.1,0.1,6000,8,28,0.9267,0.2317,44.15500472,1.31981375,45.47481848
50,30,16,270,0.1,0.1,6000,8,28,0.9267,0.2317,44.15500472,1.31981375,45.47481848
30,50,16,0,0.1,0.1,6000,28,8,0.9267,0.2317,44.15492778,1.32018191,45.47510969
30,50,16,180,0.1,0.1,6000,28,8,0.9267,0.2317,44.15492778,1.32018191,45.47510969
60,60,12,90,0.1,0.1,10800,38,38,0.9333,0.2333,44.15727831,1.31991587,45.47719418
60,60,12,270,0.1,0.1,10800,38,38,0.9333,0.2333,44.15727831,1.31991587,45.47719418
60,60,12,0,0.1,0.1,10800,38,38,0.9333,0.2333,44.15769378,1.32065979,45.47835357
60,60,12,180,0.1,0.1,10800,38,38,0.9333,0.2333,44.15769378,1.32065979,45.47835357
60,30,16,135,0.1,0.2,7200,8,38,0.9,0.225,44.18902197,1.29496727,45.48398924
60,30,16,315,0.1,0.2,7200,8,38,0.9,0.225,44.18902197,1.29496727,45.48398924
30,60,16,225,0.1,0.2,7200,38,8,0.9,0.225,44.19276949,1.29409735,45.48686684
50,60,8,90,0.1,0.1,6000,38,28,1.2933,0.3233,44.04824494,1.43904845,45.48729339
50,60,8,270,0.1,0.1,6000,38,28,1.2933,0.3233,44.04824494,1.43904845,45.48729339
30,40,16,90,0.1,0.1,4800,18,8,0.9667,0.2417,44.20019179,1.28920438,45.48939617
30,40,16,270,0.1,0.1,4800,18,8,0.9667,0.2417,44.20019179,1.28920438,45.48939617
40,30,16,0,0.1,0.1,4800,8,18,0.9667,0.2417,44.20043453,1.28919827,45.4896328
40,30,16,180,0.1,0.1,4800,8,18,0.9667,0.2417,44.20043453,1.28919827,45.4896328
60,30,12,135,0.1,0.2,5400,8,38,1.0667,0.2667,44.13908707,1.35080178,45.48988885
60,30,12,315,0.1,0.2,5400,8,38,1.0667,0.2667,44.13908707,1.35080178,45.48988885
60,50,8,0,0.1,0.1,6000,28,38,1.2933,0.3233,44.05008962,1.44024121,45.49033083
60,50,8,180,0.1,0.1,6000,28,38,1.2933,0.3233,44.05008962,1.44024121,45.49033083
30,60,12,225,0.1,0.2,5400,38,8,1.0667,0.2667,44.14429147,1.34963815,45.49392963
30,60,16,315,0.1,0.2,7200,38,8,0.9,0.225,44.18854997,1.30641261,45.49496258
30,60,12,315,0.1,0.2,5400,38,8,1.0667,0.2667,44.13754503,1.36249382,45.50003884
60,50,8,90,0.1,0.1,6000,28,38,1.2933,0.3233,44.04937341,1.45136797,45.50074137
60,50,8,270,0.1,0.1,6000,28,38,1.2933,0.3233,44.04937341,1.45136797,45.50074137
60,30,16,45,0.1,0.2,7200,8,38,0.9,0.225,44.19765156,1.30371416,45.50136572
60,30,16,225,0.1,0.2,7200,8,38,0.9,0.225,44.19765156,1.30371416,45.50136572
50,60,8,0,0.1,0.1,6000,38,28,1.2933,0.3233,44.05084447,1.45197126,45.50281573
50,60,8,180,0.1,0.1,6000,38,28,1.2933,0.3233,44.05084447,1.45197126,45.50281573
60,60,8,315,0.1,0.1,7200,38,38,1.2667,0.3167,44.03100039,1.47422449,45.50522487
60,60,8,135,0.1,0.1,7200,38,38,1.2667,0.3167,44.03136951,1.47396742,45.50533693
60,60,8,225,0.1,0.1,7200,38,38,1.2667,0.3167,44.03251158,1.47383071,45.50634229
60,60,8,45,0.1,0.1,7200,38,38,1.2667,0.3167,44.03581561,1.47269903,45.50851464
60,30,12,45,0.1,0.2,5400,8,38,1.0667,0.2667,44.14957322,1.35896253,45.50853575
60,30,12,225,0.1,0.2,5400,8,38,1.0667,0.2667,44.14957322,1.35896253,45.50853575
30,30,12,0,0.1,0.1,2700,8,8,1.2,0.3,44.1069364,1.40521873,45.51215513
30,30,12,90,0.1,0.1,2700,8,8,1.2,0.3,44.1069364,1.40521873,45.51215513
30,30,12,180,0.1,0.1,2700,8,8,1.2,0.3,44.1069364,1.40521873,45.51215513
30,30,12,270,0.1,0.1,2700,8,8,1.2,0.3,44.1069364,1.40521873,45.51215513
30,60,16,90,0.1,0.2,7200,38,8,0.9,0.225,44.29990954,1.21348899,45.51339853
30,60,16,270,0.1,0.2,7200,38,8,0.9,0.225,44.29990954,1.21348899,45.51339853
60,30,16,0,0.1,0.2,7200,8,38,0.9,0.225,44.30208926,1.21274544,45.5148347
60,30,16,180,0.1,0.2,7200,8,38,0.9,0.225,44.30208926,1.21274544,45.5148347
40,30,16,90,0.1,0.1,4800,8,18,0.9667,0.2417,44.19570373,1.32277405,45.51847778
40,30,16,270,0.1,0.1,4800,8,18,0.9667,0.2417,44.19570373,1.32277405,45.51847778
30,40,16,0,0.1,0.1,4800,18,8,0.9667,0.2417,44.19559293,1.3232106,45.51880353
30,40,16,180,0.1,0.1,4800,18,8,0.9667,0.2417,44.19559293,1.3232106,45.51880353
50,30,12,135,0.1,0.2,4500,8,28,1.0933,0.2733,44.15464649,1.36464875,45.51929523
30,60,12,90,0.1,0.2,5400,38,8,1.0667,0.2667,44.24893314,1.27243738,45.52137052
30,60,12,270,0.1,0.2,5400,38,8,1.0667,0.2667,44.24893314,1.27243738,45.52137052
60,30,12,0,0.1,0.2,5400,8,38,1.0667,0.2667,44.25182801,1.27131576,45.52314377
60,30,12,180,0.1,0.2,5400,8,38,1.0667,0.2667,44.25182801,1.27131576,45.52314377
30,30,16,135,0.1,0.1,3600,8,8,1.0333,0.2583,44.12726034,1.39742319,45.52468353
30,30,16,225,0.1,0.1,3600,8,8,1.0333,0.2583,44.12726034,1.39742319,45.52468353
30,50,12,45,0.1,0.2,4500,28,8,1.0933,0.2733,44.16213354,1.36268082,45.52481436
30,30,16,45,0.1,0.1,3600,8,8,1.0333,0.2583,44.12796487,1.39722366,45.52518854
30,30,16,315,0.1,0.1,3600,8,8,1.0333,0.2583,44.12796487,1.39722366,45.52518854
50,30,16,135,0.1,0.2,6000,8,28,0.9267,0.2317,44.21983384,1.30577622,45.52561006
30,50,12,225,0.1,0.2,4500,28,8,1.0933,0.2733,44.1639588,1.36220834,45.52616714
50,30,12,315,0.1,0.2,4500,8,28,1.0933,0.2733,44.16704653,1.36076269,45.52780922
40,30,12,45,0.1,0.2,3600,8,18,1.1333,0.2833,44.12931389,1.4002125,45.52952638
40,30,12,135,0.1,0.2,3600,8,18,1.1333,0.2833,44.13516415,1.39460667,45.52977082
40,30,12,315,0.1,0.2,3600,8,18,1.1333,0.2833,44.13516415,1.39460667,45.52977082
30,50,16,45,0.1,0.2,6000,28,8,0.9267,0.2317,44.22533542,1.30451618,45.5298516
30,50,12,135,0.1,0.2,4500,28,8,1.0933,0.2733,44.15726865,1.3732591,45.53052774
30,50,16,225,0.1,0.2,6000,28,8,0.9267,0.2317,44.22666167,1.30414581,45.53080748
30,40,12,225,0.1,0.2,3600,18,8,1.1333,0.2833,44.13787058,1.39349262,45.5313632
30,40,12,45,0.1,0.2,3600,18,8,1.1333,0.2833,44.13850871,1.39296211,45.53147082
50,30,16,315,0.1,0.2,6000,8,28,0.9267,0.2317,44.22893075,1.30307908,45.53200983
30,40,12,135,0.1,0.2,3600,18,8,1.1333,0.2833,44.13295765,1.40025421,45.53321186
30,50,12,315,0.1,0.2,4500,28,8,1.0933,0.2733,44.16264203,1.37122045,45.53386248
30,40,12,315,0.1,0.2,3600,18,8,1.1333,0.2833,44.13534198,1.39979191,45.53513389
30,50,16,135,0.1,0.2,6000,28,8,0.9267,0.2317,44.22289131,1.31444159,45.5373329
30,30,12,45,0.1,0.2,2700,8,8,1.2,0.3,44.09249222,1.44678886,45.53928108
30,30,12,225,0.1,0.2,2700,8,8,1.2,0.3,44.09249222,1.44678886,45.53928108
50,30,12,45,0.1,0.2,4500,8,28,1.0933,0.2733,44.17057172,1.36908456,45.53965628
50,30,12,225,0.1,0.2,4500,8,28,1.0933,0.2733,44.17057172,1.36908456,45.53965628
30,50,16,315,0.1,0.2,6000,28,8,0.9267,0.2317,44.22696325,1.3128478,45.53981105
40,30,12,225,0.1,0.2,3600,8,18,1.1333,0.2833,44.14354586,1.39723039,45.54077626
30,30,12,135,0.1,0.2,2700,8,8,1.2,0.3,44.09608421,1.44576186,45.54184607
30,30,12,315,0.1,0.2,2700,8,8,1.2,0.3,44.09608421,1.44576186,45.54184607
50,30,16,45,0.1,0.2,6000,8,28,0.9267,0.2317,44.2327105,1.31147608,45.54418658
50,30,16,225,0.1,0.2,6000,8,28,0.9267,0.2317,44.2327105,1.31147608,45.54418658
60,60,8,90,0.1,0.1,7200,38,38,1.2667,0.3167,44.11100156,1.43437367,45.54537523
60,60,8,270,0.1,0.1,7200,38,38,1.2667,0.3167,44.11100156,1.43437367,45.54537523
60,60,8,0,0.1,0.1,7200,38,38,1.2667,0.3167,44.11181359,1.43517347,45.54698706
60,60,8,180,0.1,0.1,7200,38,38,1.2667,0.3167,44.11181359,1.43517347,45.54698706
40,30,16,135,0.1,0.2,4800,8,18,0.9667,0.2417,44.22111786,1.3327232,45.55384106
40,30,16,315,0.1,0.2,4800,8,18,0.9667,0.2417,44.22111786,1.3327232,45.55384106
40,30,16,45,0.1,0.2,4800,8,18,0.9667,0.2417,44.21596157,1.33836168,45.55432325
30,40,16,225,0.1,0.2,4800,18,8,0.9667,0.2417,44.22264621,1.33181685,45.55446306
30,40,16,45,0.1,0.2,4800,18,8,0.9667,0.2417,44.22338591,1.33138257,45.55476848
30,40,16,135,0.1,0.2,4800,18,8,0.9667,0.2417,44.21871677,1.33833304,45.55704981
30,40,16,315,0.1,0.2,4800,18,8,0.9667,0.2417,44.21966518,1.33797428,45.55763947
40,30,16,225,0.1,0.2,4800,8,18,0.9667,0.2417,44.22550382,1.33599547,45.56149929
30,50,12,90,0.1,0.2,4500,28,8,1.0933,0.2733,44.27806032,1.28609796,45.56415827
30,50,12,270,0.1,0.2,4500,28,8,1.0933,0.2733,44.27806032,1.28609796,45.56415827
50,30,12,0,0.1,0.2,4500,8,28,1.0933,0.2733,44.28054483,1.28602407,45.56656891
50,30,12,180,0.1,0.2,4500,8,28,1.0933,0.2733,44.28054483,1.28602407,45.56656891
30,50,16,90,0.1,0.2,6000,28,8,0.9267,0.2317,44.3420333,1.22511079,45.56714409
30,50,16,270,0.1,0.2,6000,28,8,0.9267,0.2317,44.3420333,1.22511079,45.56714409
50,30,16,0,0.1,0.2,6000,8,28,0.9267,0.2317,44.34258491,1.22505589,45.5676408
50,30,16,180,0.1,0.2,6000,8,28,0.9267,0.2317,44.34258491,1.22505589,45.5676408
30,60,16,0,0.1,0.2,7200,38,8,0.9,0.225,44.29097123,1.27970452,45.57067575
30,60,16,180,0.1,0.2,7200,38,8,0.9,0.225,44.29097123,1.27970452,45.57067575
60,30,16,90,0.1,0.2,7200,8,38,0.9,0.225,44.29313601,1.27863382,45.57176984
60,30,16,270,0.1,0.2,7200,8,38,0.9,0.225,44.29313601,1.27863382,45.57176984
30,60,12,0,0.1,0.2,5400,38,8,1.0667,0.2667,44.2424259,1.33439032,45.57681622
30,60,12,180,0.1,0.2,5400,38,8,1.0667,0.2667,44.2424259,1.33439032,45.57681622
60,30,12,90,0.1,0.2,5400,8,38,1.0667,0.2667,44.24538095,1.33291603,45.57829698
60,30,12,270,0.1,0.2,5400,8,38,1.0667,0.2667,44.24538095,1.33291603,45.57829698
30,40,12,90,0.1,0.2,3600,18,8,1.1333,0.2833,44.26152987,1.32030408,45.58183395
30,40,12,270,0.1,0.2,3600,18,8,1.1333,0.2833,44.26152987,1.32030408,45.58183395
40,30,12,0,0.1,0.2,3600,8,18,1.1333,0.2833,44.26194378,1.3203067,45.58225048
40,30,12,180,0.1,0.2,3600,8,18,1.1333,0.2833,44.26194378,1.3203067,45.58225048
30,30,16,0,0.1,0.1,3600,8,8,1.0333,0.2583,44.25491054,1.33143056,45.58634111
30,30,16,90,0.1,0.1,3600,8,8,1.0333,0.2583,44.25491054,1.33143056,45.58634111
30,30,16,180,0.1,0.1,3600,8,8,1.0333,0.2583,44.25491054,1.33143056,45.58634111
30,30,16,270,0.1,0.1,3600,8,8,1.0333,0.2583,44.25491054,1.33143056,45.58634111
30,30,16,45,0.1,0.2,3600,8,8,1.0333,0.2583,44.20801469,1.37916104,45.58717573
30,30,16,225,0.1,0.2,3600,8,8,1.0333,0.2583,44.20801469,1.37916104,45.58717573
30,30,16,135,0.1,0.2,3600,8,8,1.0333,0.2583,44.21056625,1.37838842,45.58895468
30,30,16,315,0.1,0.2,3600,8,8,1.0333,0.2583,44.21056625,1.37838842,45.58895468
60,30,16,135,0.1,0.3,7200,8,38,0.9,0.225,44.33768133,1.26094723,45.59862856
30,60,16,225,0.1,0.3,7200,38,8,0.9,0.225,44.3400881,1.26024095,45.60032904
30,30,12,0,0.1,0.2,2700,8,8,1.2,0.3,44.22087537,1.38006345,45.60093882
30,30,12,90,0.1,0.2,2700,8,8,1.2,0.3,44.22087537,1.38006345,45.60093882
30,30,12,180,0.1,0.2,2700,8,8,1.2,0.3,44.22087537,1.38006345,45.60093882
30,30,12,270,0.1,0.2,2700,8,8,1.2,0.3,44.22087537,1.38006345,45.60093882
40,40,16,45,0.1,0.2,6400,18,18,0.9,0.225,44.31538148,1.28751847,45.60289995
30,40,16,90,0.1,0.2,4800,18,8,0.9667,0.2417,44.34538806,1.25765038,45.60303844
30,40,16,270,0.1,0.2,4800,18,8,0.9667,0.2417,44.34538806,1.25765038,45.60303844
40,40,16,135,0.1,0.2,6400,18,18,0.9,0.225,44.31363898,1.28952845,45.60316743
40,40,16,315,0.1,0.2,6400,18,18,0.9,0.225,44.31363898,1.28952845,45.60316743
40,30,16,0,0.1,0.2,4800,8,18,0.9667,0.2417,44.34562508,1.25765013,45.6032752
40,30,16,180,0.1,0.2,4800,8,18,0.9667,0.2417,44.34562508,1.25765013,45.6032752
30,60,16,315,0.1,0.3,7200,38,8,0.9,0.225,44.33072455,1.27435591,45.60508046
40,40,16,225,0.1,0.2,6400,18,18,0.9,0.225,44.31888809,1.28633679,45.60522488
60,30,16,315,0.1,0.3,7200,8,38,0.9,0.225,44.34883829,1.25711456,45.60595285
30,40,12,0,0.1,0.2,3600,18,8,1.1333,0.2833,44.25477964,1.35216872,45.60694836
30,40,12,180,0.1,0.2,3600,18,8,1.1333,0.2833,44.25477964,1.35216872,45.60694836
50,30,12,90,0.1,0.2,4500,8,28,1.0933,0.2733,44.27104703,1.33602681,45.60707384
50,30,12,270,0.1,0.2,4500,8,28,1.0933,0.2733,44.27104703,1.33602681,45.60707384
30,50,12,0,0.1,0.2,4500,28,8,1.0933,0.2733,44.27043775,1.33673126,45.60716901
30,50,12,180,0.1,0.2,4500,28,8,1.0933,0.2733,44.27043775,1.33673126,45.60716901
40,30,12,90,0.1,0.2,3600,8,18,1.1333,0.2833,44.25556845,1.3516307,45.60719915
40,30,12,270,0.1,0.2,3600,8,18,1.1333,0.2833,44.25556845,1.3516307,45.60719915
30,30,12,45,0.1,0.3,2700,8,8,1.2,0.3,44.18249864,1.42475614,45.60725477
60,30,16,45,0.1,0.3,7200,8,38,0.9,0.225,44.33457701,1.27302928,45.60760629
60,30,16,225,0.1,0.3,7200,8,38,0.9,0.225,44.33457701,1.27302928,45.60760629
30,50,16,0,0.1,0.2,6000,28,8,0.9267,0.2317,44.33192774,1.2793533,45.61128104
30,50,16,180,0.1,0.2,6000,28,8,0.9267,0.2317,44.33192774,1.2793533,45.61128104
50,30,16,90,0.1,0.2,6000,8,28,0.9267,0.2317,44.33241249,1.27903784,45.61145033
50,30,16,270,0.1,0.2,6000,8,28,0.9267,0.2317,44.33241249,1.27903784,45.61145033
60,40,16,135,0.1,0.2,9600,18,38,0.8333,0.2083,44.36152669,1.25029376,45.61182044
30,30,12,135,0.1,0.3,2700,8,8,1.2,0.3,44.18988101,1.42266346,45.61254447
30,30,12,225,0.1,0.3,2700,8,8,1.2,0.3,44.18988101,1.42266346,45.61254447
30,30,12,315,0.1,0.3,2700,8,8,1.2,0.3,44.18988101,1.42266346,45.61254447
60,40,16,315,0.1,0.2,9600,18,38,0.8333,0.2083,44.36725338,1.24748669,45.61474007
40,60,16,45,0.1,0.2,9600,38,18,0.8333,0.2083,44.36734316,1.24779718,45.61514034
40,50,16,225,0.1,0.2,8000,28,18,0.86,0.215,44.35519863,1.2610011,45.61619973
40,50,16,45,0.1,0.2,8000,28,18,0.86,0.215,44.35537283,1.26109747,45.6164703
40,60,16,135,0.1,0.2,9600,38,18,0.8333,0.2083,44.36419928,1.25456956,45.61876884
40,60,16,225,0.1,0.2,9600,38,18,0.8333,0.2083,44.37301289,1.24588629,45.61889918
40,60,16,315,0.1,0.2,9600,38,18,0.8333,0.2083,44.36607633,1.2533165,45.61939284
50,40,16,135,0.1,0.2,8000,18,28,0.86,0.215,44.36106579,1.2597156,45.62078138
50,40,16,315,0.1,0.2,8000,18,28,0.86,0.215,44.36106579,1.2597156,45.62078138
60,40,16,45,0.1,0.2,9600,18,38,0.8333,0.2083,44.37325061,1.25133159,45.6245822
60,40,16,225,0.1,0.2,9600,18,38,0.8333,0.2083,44.37325061,1.25133159,45.6245822
40,50,16,315,0.1,0.2,8000,28,18,0.86,0.215,44.36266764,1.26271016,45.62537779
50,30,16,135,0.1,0.3,6000,8,28,0.9267,0.2317,44.34978626,1.27686254,45.6266488
30,40,16,0,0.1,0.2,4800,18,8,0.9667,0.2417,44.33775713,1.29081985,45.62857697
30,40,16,180,0.1,0.2,4800,18,8,0.9667,0.2417,44.33775713,1.29081985,45.62857697
40,30,16,90,0.1,0.2,4800,8,18,0.9667,0.2417,44.3382804,1.29038469,45.6286651
40,30,16,270,0.1,0.2,4800,8,18,0.9667,0.2417,44.3382804,1.29038469,45.6286651
50,30,16,225,0.1,0.3,6000,8,28,0.9267,0.2317,44.34278057,1.28695509,45.62973566
50,40,16,45,0.1,0.2,8000,18,28,0.86,0.215,44.3694493,1.26045714,45.62990644
50,40,16,225,0.1,0.2,8000,18,28,0.86,0.215,44.3694493,1.26045714,45.62990644
40,50,16,135,0.1,0.2,8000,28,18,0.86,0.215,44.36483856,1.26527598,45.63011454
30,50,16,45,0.1,0.3,6000,28,8,0.9267,0.2317,44.35605685,1.27447733,45.63053418
30,60,16,90,0.1,0.3,7200,38,8,0.9,0.225,44.45180646,1.1805778,45.63238426
30,60,16,270,0.1,0.3,7200,38,8,0.9,0.225,44.45180646,1.1805778,45.63238426
60,30,16,0,0.1,0.3,7200,8,38,0.9,0.225,44.45402887,1.17955793,45.6335868
60,30,16,180,0.1,0.3,7200,8,38,0.9,0.225,44.45402887,1.17955793,45.6335868
30,50,16,225,0.1,0.3,6000,28,8,0.9267,0.2317,44.36054178,1.27311136,45.63365314
40,30,16,135,0.1,0.3,4800,8,18,0.9667,0.2417,44.32637298,1.30762113,45.63399411
30,50,16,135,0.1,0.3,6000,28,8,0.9267,0.2317,44.34982146,1.28548765,45.6353091
30,40,16,225,0.1,0.3,4800,18,8,0.9667,0.2417,44.32949626,1.30603841,45.63553467
40,40,12,45,0.1,0.2,4800,18,18,1.0667,0.2667,44.2985857,1.33700896,45.63559466
50,30,16,315,0.1,0.3,6000,8,28,0.9267,0.2317,44.36435381,1.27125816,45.63561198
40,40,12,135,0.1,0.2,4800,18,18,1.0667,0.2667,44.29662882,1.33975589,45.63638472
40,40,12,315,0.1,0.2,4800,18,18,1.0667,0.2667,44.29662882,1.33975589,45.63638472
30,30,16,45,0.1,0.3,3600,8,8,1.0333,0.2583,44.27420056,1.36238148,45.63658204
30,40,16,315,0.1,0.3,4800,18,8,0.9667,0.2417,44.32503261,1.3127184,45.63775102
30,40,16,135,0.1,0.3,4800,18,8,0.9667,0.2417,44.32571921,1.31221626,45.63793547
40,30,16,315,0.1,0.3,4800,8,18,0.9667,0.2417,44.33476465,1.30406825,45.63883289
40,40,12,225,0.1,0.2,4800,18,18,1.0667,0.2667,44.30326245,1.33560059,45.63886304
30,40,16,45,0.1,0.3,4800,18,8,0.9667,0.2417,44.33481167,1.30433792,45.63914959
30,30,16,135,0.1,0.3,3600,8,8,1.0333,0.2583,44.27962317,1.36082088,45.64044405
30,30,16,225,0.1,0.3,3600,8,8,1.0333,0.2583,44.27962317,1.36082088,45.64044405
30,30,16,315,0.1,0.3,3600,8,8,1.0333,0.2583,44.27962317,1.36082088,45.64044405
30,50,16,315,0.1,0.3,6000,28,8,0.9267,0.2317,44.35834298,1.2829791,45.64132207
40,30,16,45,0.1,0.3,4800,8,18,0.9667,0.2417,44.33624652,1.30899143,45.64523795
40,30,16,225,0.1,0.3,4800,8,18,0.9667,0.2417,44.33642214,1.30897718,45.64539933
50,30,16,45,0.1,0.3,6000,8,28,0.9267,0.2317,44.37023299,1.27814133,45.64837433
60,40,16,0,0.1,0.2,9600,18,38,0.8333,0.2083,44.4617399,1.18854124,45.65028114
60,40,16,180,0.1,0.2,9600,18,38,0.8333,0.2083,44.4617399,1.18854124,45.65028114
30,40,12,45,0.1,0.3,3600,18,8,1.1333,0.2833,44.29405149,1.35663747,45.65068895
40,60,16,90,0.1,0.2,9600,38,18,0.8333,0.2083,44.4631438,1.1875472,45.650691
40,60,16,270,0.1,0.2,9600,38,18,0.8333,0.2083,44.4631438,1.1875472,45.650691
30,30,16,0,0.1,0.2,3600,8,8,1.0333,0.2583,44.33799459,1.31271132,45.65070591
30,30,16,90,0.1,0.2,3600,8,8,1.0333,0.2583,44.33799459,1.31271132,45.65070591
30,30,16,180,0.1,0.2,3600,8,8,1.0333,0.2583,44.33799459,1.31271132,45.65070591
