Width,Length,Height,Orientation,Window_Ratio,Skylight_Ratio,Area,Form_Factor,Cooling_Load,Heating_Load,Shape_Box,Shape_L,Shape_O,Shape_U
30,40,8,180,0.1,0.2,39.172712085197105,1.46666667,45.27637816,1.48262411,1,0,0,0
40,30,8,225,0.1,0.2,39.172712085197105,1.46666667,45.16717842,1.52834189,1,0,0,0
30,40,8,225,0.1,0.2,39.172712085197105,1.46666667,45.16035432,1.52472926,1,0,0,0
40,30,8,270,0.1,0.2,39.172712085197105,1.46666667,45.27689213,1.48219962,1,0,0,0
30,40,8,270,0.1,0.2,39.172712085197105,1.46666667,45.27993946,1.45344991,1,0,0,0
40,30,8,315,0.1,0.2,39.172712085197105,1.46666667,45.15815049,1.52630195,1,0,0,0
30,40,8,315,0.1,0.2,39.172712085197105,1.46666667,45.15635166,1.53185929,1,0,0,0
40,30,8,0,0.2,0.2,39.172712085197105,1.46666667,46.38583373,1.20052556,1,0,0,0
30,40,8,0,0.2,0.2,39.172712085197105,1.46666667,46.37131044,1.23880469,1,0,0,0
40,30,8,45,0.2,0.2,39.172712085197105,1.46666667,46.24076154,1.29227818,1,0,0,0
30,40,8,45,0.2,0.2,39.172712085197105,1.46666667,46.24801738,1.28561663,1,0,0,0
40,30,8,90,0.2,0.2,39.172712085197105,1.46666667,46.37198544,1.23793674,1,0,0,0
30,40,8,90,0.2,0.2,39.172712085197105,1.46666667,46.38551016,1.20049353,1,0,0,0
40,30,8,135,0.2,0.2,39.172712085197105,1.46666667,46.24501537,1.28671959,1,0,0,0
30,40,8,135,0.2,0.2,39.172712085197105,1.46666667,46.24596223,1.29209081,1,0,0,0
40,30,8,180,0.2,0.2,39.172712085197105,1.46666667,46.38583373,1.20052556,1,0,0,0
30,40,8,180,0.2,0.2,39.172712085197105,1.46666667,46.37131044,1.23880469,1,0,0,0
40,30,8,225,0.2,0.2,39.172712085197105,1.46666667,46.2566114,1.28846262,1,0,0,0
30,40,8,225,0.2,0.2,39.172712085197105,1.46666667,46.24728143,1.28622239,1,0,0,0
40,30,8,270,0.2,0.2,39.172712085197105,1.46666667,46.37198544,1.23793674,1,0,0,0
30,40,8,270,0.2,0.2,39.172712085197105,1.46666667,46.38551016,1.20049353,1,0,0,0
40,30,8,315,0.2,0.2,39.172712085197105,1.46666667,46.24501537,1.28671959,1,0,0,0
30,40,8,315,0.2,0.2,39.172712085197105,1.46666667,46.24736969,1.29163342,1,0,0,0
40,30,8,0,0.3,0.2,39.172712085197105,1.46666667,47.20932171,0.99589151,1,0,0,0
30,40,8,0,0.3,0.2,39.172712085197105,1.46666667,47.17438411,1.03912791,1,0,0,0
40,30,8,45,0.3,0.2,39.172712085197105,1.46666667,47.0511635,1.09175084,1,0,0,0
30,40,8,45,0.3,0.2,39.172712085197105,1.46666667,47.05581279,1.08687658,1,0,0,0
40,30,8,90,0.3,0.2,39.172712085197105,1.46666667,47.17521793,1.03829161,1,0,0,0
30,40,8,90,0.3,0.2,39.172712085197105,1.46666667,47.20935954,0.99585883,1,0,0,0
40,30,8,135,0.3,0.2,39.172712085197105,1.46666667,47.05418135,1.08875643,1,0,0,0
30,40,8,135,0.3,0.2,39.172712085197105,1.46666667,47.05523427,1.09220307,1,0,0,0
40,30,8,180,0.3,0.2,39.172712085197105,1.46666667,47.20932171,0.99589151,1,0,0,0
30,40,8,180,0.3,0.2,39.172712085197105,1.46666667,47.17438411,1.03912791,1,0,0,0
40,30,8,225,0.3,0.2,39.172712085197105,1.46666667,47.06279983,1.08851926,1,0,0,0
30,40,8,225,0.3,0.2,39.172712085197105,1.46666667,47.05528626,1.08738413,1,0,0,0
40,30,8,270,0.3,0.2,39.172712085197105,1.46666667,47.17521793,1.03829161,1,0,0,0
30,40,8,270,0.3,0.2,39.172712085197105,1.46666667,47.20935954,0.99585883,1,0,0,0
40,30,8,315,0.3,0.2,39.172712085197105,1.46666667,47.05418135,1.08875643,1,0,0,0
30,40,8,315,0.3,0.2,39.172712085197105,1.46666667,47.05566798,1.09185775,1,0,0,0
40,30,8,0,0.4,0.2,39.172712085197105,1.46666667,47.82586463,0.83518108,1,0,0,0
30,40,8,0,0.4,0.2,39.172712085197105,1.46666667,47.76447756,0.87836895,1,0,0,0
40,30,8,45,0.4,0.2,39.172712085197105,1.46666667,47.65071783,0.93353992,1,0,0,0
30,40,8,45,0.4,0.2,39.172712085197105,1.46666667,47.66431978,0.92669198,1,0,0,0
40,30,8,90,0.4,0.2,39.172712085197105,1.46666667,47.76517499,0.87761053,1,0,0,0
30,40,8,90,0.4,0.2,39.172712085197105,1.46666667,47.82565258,0.83515702,1,0,0,0
40,30,8,135,0.4,0.2,39.172712085197105,1.46666667,47.66250789,0.92846646,1,0,0,0
30,40,8,135,0.4,0.2,39.172712085197105,1.46666667,47.65367803,0.93354974,1,0,0,0
40,30,8,180,0.4,0.2,39.172712085197105,1.46666667,47.82586463,0.83518108,1,0,0,0
30,40,8,180,0.4,0.2,39.172712085197105,1.46666667,47.76447756,0.87836895,1,0,0,0
40,30,8,225,0.4,0.2,39.172712085197105,1.46666667,47.65947926,0.93064061,1,0,0,0
30,40,8,225,0.4,0.2,39.172712085197105,1.46666667,47.663464,0.9272404,1,0,0,0
40,30,8,270,0.4,0.2,39.172712085197105,1.46666667,47.76517499,0.87761053,1,0,0,0
30,40,8,270,0.4,0.2,39.172712085197105,1.46666667,47.82565258,0.83515702,1,0,0,0
40,30,8,315,0.4,0.2,39.172712085197105,1.46666667,47.66250789,0.92846646,1,0,0,0
30,40,8,315,0.4,0.2,39.172712085197105,1.46666667,47.653933,0.93319769,1,0,0,0
40,30,8,0,0.1,0.3,39.172712085197105,1.46666667,45.51334143,1.40342362,1,0,0,0
30,40,8,0,0.1,0.3,39.172712085197105,1.46666667,45.51045991,1.43064553,1,0,0,0
40,30,8,45,0.1,0.3,39.172712085197105,1.46666667,45.40449688,1.47526406,1,0,0,0
30,40,8,45,0.1,0.3,39.172712085197105,1.46666667,45.39960074,1.47052954,1,0,0,0
40,30,8,90,0.1,0.3,39.172712085197105,1.46666667,45.51078158,1.42993188,1,0,0,0
30,40,8,90,0.1,0.3,39.172712085197105,1.46666667,45.5135866,1.40339404,1,0,0,0
40,30,8,135,0.1,0.3,39.172712085197105,1.46666667,45.38540969,1.47634905,1,0,0,0
30,40,8,135,0.1,0.3,39.172712085197105,1.46666667,45.38416954,1.48102308,1,0,0,0
40,30,8,180,0.1,0.3,39.172712085197105,1.46666667,45.51334143,1.40342362,1,0,0,0
30,40,8,180,0.1,0.3,39.172712085197105,1.46666667,45.51045991,1.43064553,1,0,0,0
40,30,8,225,0.1,0.3,39.172712085197105,1.46666667,45.40487219,1.47523828,1,0,0,0
30,40,8,225,0.1,0.3,39.172712085197105,1.46666667,45.38977679,1.47364743,1,0,0,0
40,30,8,270,0.1,0.3,39.172712085197105,1.46666667,45.51078158,1.42993188,1,0,0,0
30,40,8,270,0.1,0.3,39.172712085197105,1.46666667,45.5135866,1.40339404,1,0,0,0
40,30,8,315,0.1,0.3,39.172712085197105,1.46666667,45.39902833,1.47015461,1,0,0,0
30,40,8,315,0.1,0.3,39.172712085197105,1.46666667,45.38354839,1.48176637,1,0,0,0
40,30,8,0,0.2,0.3,39.172712085197105,1.46666667,46.56204205,1.15389089,1,0,0,0
30,40,8,0,0.2,0.3,39.172712085197105,1.46666667,46.54149147,1.1907972,1,0,0,0
40,30,8,45,0.2,0.3,39.172712085197105,1.46666667,46.43309641,1.23982972,1,0,0,0
